Name,Type,Rating,No of Reviews,Comments,Contact Number,Price,Address
KEE Oyster House," American, Seafood, Gluten Free Options",4.5,60.0,"Kee Oyster House is a great spot for a couples night out, meeting friends or getting together with business associates. 
The menu has something for everyone. 
Happy hour  includes oysters and other delicious treats. 
The Dinner menu is finely curated with dishes that offer something...More",+1 914-437-8535,2.5,"126 E Post Rd # 128, White Plains, NY 10601-5103"
Pete's Grill," American, Diner, Vegetarian Friendly",4.5,257.0,Called in for breakfast  before catching  metro to Manhattan at 40th. Great choice of of soeciality omelettes - or build your own from list of ingredients. I had the Brooklyn which was very good. Fresh orange juice and a black coffee. Grwat service. Great start...More,+1 718-937-2220,2.5,"3914 Queens Blvd, Sunnyside, NY 11104-4306"
Joey's Classic Italian Dining," Italian, Vegetarian Friendly, Vegan Options",4.5,576.0,"Joey's is a classic Old School Italian restaurant. The food is great, service on point and great atmosphere.  I highly recommend.",+1 315-432-0315,2.5,"6594 Thompson Rd, Syracuse, NY 13206-1307"
Cabana," Latin, Spanish, Cuban",4.0,198.0,"The food was very good and the service was wonderfull 
What a great place to eat and grab drinks, food was very good and the have friendly staf. Fast service. And affordable.",+1 718-263-3600,2.5,"10710 70th Rd, Forest Hills, NY 11375-4241"
Ceci Italian Restaurant & Bar," Healthy, Italian, Vegetarian Friendly",4.0,643.0,We had no reservations and almost no wait time for a party of 7. Food was excellent and they even sang to my son for his birthday. Lobster ravioli was superb.,+1 212-307-5484,2.5,"46 W 46th St, New York City, NY 10036-4508"
Loi Estiatorio," Mediterranean, Greek, Seafood",4.5,535.0,"It looked promising, the chef came up to our table, but sadly enough the food wasn't any good. It was bland (we had the lasagna and the mussels) and the lasagna was very dry. There was no sauce in the lasagna at all. 10 mussels...More",+1 212-713-0015,2.5,"132 W 58th St, New York City, NY 10019-2135"
Via Veneto 26," Italian, Pizza, Vegetarian Friendly",4.0,88.0,Fantastic!!!food and service we will come back food was delicious and service excellent chicken and veal padovano great choice,+1 914-328-4000,2.5,"8 City Pl, White Plains, NY 10601-6300"
Trattoria L'incontro," Italian, Vegetarian Friendly, Vegan Options",4.5,415.0,"We were in town from sunny Florida to celebrate our daughters birthdays. My son in law ( Ron ), who is the ultimate Italian foodie,  took us here for the big night ( he’s a regular). Everything from the incredible food ( which he picked...More",+1 718-721-3532,4.0,"2176 31st St, Astoria, NY 11105-2602"
Shmeg's," American, Diner, Vegetarian Friendly",4.5,104.0,"The staff, the food, the vibe is off the charts! Welcoming, homey feeling along with the home cooked feel, taste and selection.  Peace..",+1 585-481-2036,2.5,"3027 Buffalo Rd, Rochester, NY 14624-2416"
SUGARCANE raw bar grill," Latin, Sushi, Spanish",4.0,172.0,We visited on a weekday for lunch. They put us (3) on a frankly cramped table with bench seating which was surprising as they weren't busy and there were free tables everywhere which would have given us a much more comfortable experience. We ordered our...More,+1 718-473-9555,2.5,"55 Water St, Brooklyn, NY 11201-1052"
Phoebe's Restaurant & Coffee Lounge," American, Vegetarian Friendly, Gluten Free Options",4.5,179.0,We live in the UK and our son is junior year syracuse. Phoebes helped us and his friends arrange an amazing surprise birthday dinner for 15 of us. Most of this was with Angie’s amazing help by email including sourcing us a  birthday cake and...More,+1 315-475-5154,2.5,"900 E Genesee St, Syracuse, NY 13244"
Delmonico's Italian Steak House," American, Steakhouse, Italian",4.0,336.0,Wife and Grandson enjoyed it.  Service was excellent.  Ambiance was welcoming and comfortable.  Prices fair.  I only suggest passing on the Delmonicos (namesake) steak offering.  While you should expect a higher fat / marbling content on this cut....Iiterally had to toss about a third of...More,+1 585-424-4242,2.5,"125 White Spruce Blvd, Rochester, NY 14623-1607"
The Baroness," American, Bar, Pub",4.5,130.0,"If you're craving for some good quality burgers and are in the LIC area, this place is a great place to visit. Really close to the subway line. Service is great too. The kitchen is tucked in a back corner, a small one but the...More",+1 718-784-5065,2.5,"4126 Crescent St, Long Island City, NY 11101-3817"
Cafe Dewitt," American, Cafe, Vegetarian Friendly",4.5,111.0,"Generous portion
Made with locally sourced ingredients 
This is my favourite brunch plate in Ithaca !",+1 607-273-3473,2.5,"215 N Cayuga St, Ithaca, NY 14850-4329"
La Lanterna," Italian, Vegetarian Friendly",4.5,83.0,Met family members here for cocktails and dinner. Nice bar area with a few high tables that If you choose you to you can have something to eat there. The Dining area is in back of the bar area. It is A lovely room which...More,+1 914-476-3060,2.5,"23 Gray Oaks Ave, Yonkers, NY 10710-3205"
Tavern 23," Bar, American, Pub",4.5,24.0,"Tavern 23 is a hidden gem in the city of Poughkeepsie. I went Saturday for dinner with my wife. Had the Sirloin Tip Stroganoff along with the Shrimp Chowder. Delicious.
I also come here for lunch. The soups are always good . So are the...More",Not Available,2.5,"23 Verazzano Blvd, Poughkeepsie, NY 12601-1805"
Cucina Fresca," Italian, Vegetarian Friendly",4.5,70.0,"This Restaurant is in a small strip mall but once inside, you can forget where you are. Parking is adequate for the location and space for additional parking in the rear.

It is run by a local husband and wife team for many years and...More",+1 718-667-5151,2.5,"2110 Richmond Rd Ste 5, Staten Island, NY 10306-2572"
Mercato Bar & Kitchen," Italian, Vegetarian Friendly",4.5,177.0,"Lovely food, thoughtfully seasoned by artists.  The crostini appetizers and the arugula salad offered a great balance of flavors. I had the chicken piccata; it came with a caper sauce, perfectly cooked asparagus, and fingerling potatoes.  My spouse had Straw and Hay Fettucie featuring house...More",+1 607-319-5171,4.0,"108 N Aurora St, Ithaca, NY 14850-4302"
Marino's Flying Pizza," Italian, Pizza, Vegetarian Friendly",4.5,58.0,Best pizza in Schenectady great service always friendly there’s definitely a reason they have Ben there so long it’s great,+1 518-346-6992,2.5,"1301 State St, Schenectady, NY 12304-2707"
Angelina Bakery NYC," Bakeries, Cafe",4.5,85.0,"I have to confess we ate theee different things in one evening, because, well everything is irresistible. The pistachio bombolone was heavenly. Stuffed to the gills with creamy, pistachio goodness. And the mini croissants were also filled with luscious cream. And the Nutella latte. Yum....More",+1 212-687-7100,2.5,"575 8th Ave, New York City, NY 10018-3011"
Reggiano's Brick Oven Pizza & Cafe," Italian, Pizza, Vegan Options",4.5,61.0,"Bring your appetite for this family, friendly well known local Resteraunt in Tottenville SI.  There is so many red sauce Resteraunt’s in town one wonders how can they all survive let alone thrive.   Go to Reggiano’s for the answer. Quality food, BIG portions and good...More",+1 718-366-6610,2.5,"7339 Amboy Rd, Staten Island, NY 10307-1425"
Alex's Restaurant," American, Vegetarian Friendly, Gluten Free Options",4.5,63.0,"Terrific food, particularly breakfast and lunch, at very reasonable prices.  I particularly enjoyed the house-made corned beef hash at breakfast.",+1 845-452-1125,2.5,"1 Market St, Poughkeepsie, NY 12601-3207"
Eva's European Sweets," Polish, European, Eastern European",4.5,196.0,"We ate at Eva's at the Syracuse Winter fair . The Polish food was fantastic. We had the Polish sausage  and the stuffed cabbage . The food was simply fantastic and certainly reasonably priced . We also had cherry cheesecake , also fantastic homemade .",+1 315-487-2722,2.5,"1305 Milton Ave, Syracuse, NY 13204-1026"
More Perreca's," Italian, Vegetarian Friendly",4.0,184.0,Wonderful breakfast! It can be crowded on the weekends but it is a hopping place. The food is hot and well prepared!,+1 518-377-9800,2.5,"31 N Jay St, Schenectady, NY 12305-1138"
Beyond Sushi," Sushi, Asian, Healthy",4.5,206.0,"Beyond Sushi is a vegan food place with creative approaches! A friend of mine and I went there for a light dinner and we loved it! From service to food, everything was on spot! Definitely recommendable.",+1 646-964-5097,2.5,"62 W 56th St, New York City, NY 10019-3824"
Bahari Estiatorio," Mediterranean, Greek, Vegetarian Friendly",4.5,224.0,"Experienced terrible service at this place. Came on a Sunday for lunch with my family and after we were taken to our table, no one ever came to service. All the waiters were gathered together watching a soccer game on a cell phone by a...More",+1 718-204-8968,2.5,"3114 Broadway, Astoria, NY 11106-2585"
Pio Pio 5 To Go," Spanish, South American, Peruvian",4.0,166.0,"By far the best rotisserie chicken I have ever had in my life, it is so juicy and seasoned to perfection.  The green sauce is amazing, large portions, two people could share a dish.  We need a Pio Pio in Brooklyn asap!",+1 718-426-1010,2.5,"8421 Northern Blvd, Jackson Heights, NY 11372-1531"
Da Noi Downtown Staten Island," Italian, Vegetarian Friendly",4.5,103.0,DaNoi on Fingerboard is back in operation since last January's fire but it's not the same.   Unquestionably the ingredients are still fresh but the preparation is not the same and the prices are considerably higher.  I ordered the rigatoni with sweet sausage and prosciutto in...More,+1 718-720-1650,2.5,"138 Fingerboard Rd, Staten Island, NY 10305"
Nick's," Italian, Pizza, Vegetarian Friendly",4.5,269.0,Maybe i was there during an off time as it was early in the dinner hour.  The place relatively empty.  We ordered a family style which was delicious.  I then had the pasta with garlic and i tell you there were big cloves of garlic...More,+1 212-987-5700,2.5,"1814 2nd Ave, New York City, NY 10128-5601"
Kung Fu Xiao Long Bao," Chinese, Asian, Vegetarian Friendly",4.5,48.0,"Soup dumplings heaven! A place to visit if you love soup dumplings! Made to order!

Location: It is located in Main Street Flushing. The restaurant has few seatings inside, the interior is okay a little small, probably 30 seatings. The front desk is to narrow...More",+1 718-661-2882,1.0,"5916 Main St, Flushing, NY 11355-5338"
Pronto Joey's," Italian, Vegetarian Friendly, Gluten Free Options",4.5,171.0,We ate in the upper room which was casual dining.Old Italian decor and fast friendly service. I had linguine with clam sauce (white) and it was great! Pasta cooked to perfection and a nice mild but flavourful sauce. We also had ravioli with meatballs. The...More,+1 315-432-0620,2.5,"6594 Thompson Rd, Syracuse, NY 13206-1307"
Andrew's Diner," American, Diner, Vegetarian Friendly",4.5,81.0,"We really enjoyed the food, very tasty. We really enjoyed the almond cranberry pancakes. Definitely worth a visit. It’s a hidden gem.",+1 718-948-8544,2.5,"4160 Hylan Blvd, Staten Island, NY 10308-3312"
Lee's Tavern," Italian, Bar, Pizza",4.5,398.0,"We visited here on a recommendation from a friend and were very pleased we did. The pizza was delicious (the best we’ve had on our trip) the atmosphere is warm, and the team are really friendly. It feels like a proper bar with personality unlike...More",+1 718-667-9749,1.0,"60 Hancock St, Staten Island, NY 10305-1243"
Forno Bistro," American, Italian, Tuscan",4.0,522.0,"I got there at 5 PM on Tuesday.I sat at the bar and after awhile I ordered Mezz Otero and Roasted Apple mule. Wow, I am impressed with the food quality and the great service. I will be back. The customers were also pleasant.",518-581-2401,2.5,"541 Broadway, Saratoga Springs, NY 12866-2208"
Francesca's Cucina," Italian, Vegetarian Friendly, Vegan Options",4.5,585.0,"Excellent Italian restaurant boasting creative cuisine; the kitchen cooks with passion.  Try the desserts!  Great wine list and bar selections.  Service staff are prompt,
professional and have petsonality.  Very romantic setting, greets casual or ""dressed up"" with cordial hospitality. Can't wait to try the outdoor...More",+1 315-425-1556,2.5,"545 N Salina St, Syracuse, NY 13208-2530"
