name,price,rating,review_count,cuisine,categories,address,display_phone
Fleming by Le Bilboquet,2,4.0,7,French,['french'],"27 E 62nd St, Upper East Side, NY 10065",(212) 751-3036
Le Bilboquet,3,3.5,168,French,"['french', 'cajun', 'desserts']","20 E 60th St, Upper East Side, NY 10022",(212) 751-3036
Bar Pleiades,3,4.0,88,French,"['cafes', 'cocktailbars']","20 E 76th St, Upper East Side, NY 10021",(212) 772-2600
Cafe Boulud,4,4.0,726,French,['french'],"20 E 76th St, East Harlem, NY 10021",(212) 772-2600
Cafe Centro,3,3.5,160,French,"['french', 'mediterranean']","MetLife Building, Midtown East, NY 10166",(212) 818-1222
Café China,2,4.0,1000,Chinese,['szechuan'],"13 E 37th St, Midtown West, NY 10016",(212) 213-2810
Cortadito Cuban Cuisine,2,3.0,887,Latin,"['cuban', 'seafood', 'breakfast_brunch']","210 E 3rd St, East Village, NY 10009",(212) 614-3080
Café D'Alsace,2,4.0,1000,French,"['french', 'breakfast_brunch', 'cafes']","1695 2nd Ave, East Harlem, NY 10128",(212) 722-5133
Cafe Du Soleil,2,3.5,402,French,"['french', 'wine_bars', 'cocktailbars']","2723 Broadway, East Harlem, NY 10025",(212) 316-5000
Duke Eatery,2,4.0,55,American,"['newamerican', 'juicebars', 'korean']","300 Park Ave, Midtown East, NY 10022",(212) 625-7777
Cafe Evergreen,2,3.5,176,Chinese,"['chinese', 'lounges']","1367 1st Ave, Upper East Side, NY 10021",(212) 744-3266
Cafe Fiorello,3,3.5,770,Italian,"['italian', 'pizza', 'tradamerican']","1900 Broadway, East Harlem, NY 10023",(212) 595-5330
Café Frida,2,3.5,671,Mexican,"['mexican', 'beerbar', 'cocktailbars']","368 Columbus Ave, Harlem, NY 10024",(212) 712-2929
Café Gitane,2,4.0,711,Moroccan,"['french', 'moroccan']","242 Mott St, Greenwich Village, NY 10012",(212) 334-9552
Café Grumpy,1,4.0,706,Café/Coffee/Tea,['cafes'],"224 W 20th St, Chelsea, NY 10011",(212) 255-5511
Cafe Habana,2,4.0,1000,Latin,"['cuban', 'mexican']","17 Prince St, Greenwich Village, NY 10012",(212) 625-2001
Cafe Himalaya,2,4.0,617,Asian,['himalayan'],"78 E 1st St, Midtown West, NY 10009",(212) 358-0160
Cafe Hong Kong,2,3.5,157,Chinese,"['cantonese', 'hkcafe']","51 Bayard St, Little Italy, NY 10013",(212) 608-5359
Cafe Kabila,2,4.0,78,American,['cafeteria'],"250 W 39th St, Garment District, NY 10018",(646) 351-0988
Cafe Katja,2,4.5,787,Eastern European,"['german', 'bars', 'austrian']","79 Orchard St, Greenwich Village, NY 10002",(212) 219-9545
Café Kitsuné New York,2,4.0,28,American,['cafes'],"550 Hudson St, Greenwich Village, NY 10014",(646) 755-8158
Cafe Lafayette,2,3.5,4,Delicatessen,"['breakfast_brunch', 'bagels', 'sandwiches']","80 Lafayette Ave, Little Italy, NY 10013",(212) 406-2595
Cafe Lalo,2,3.0,1000,Café/Coffee/Tea,"['desserts', 'cafes']","201 W 83rd St, Upper West Side, NY 10024",(212) 496-6031
Cafe Luxembourg,3,4.0,499,French,"['newamerican', 'french', 'bars']","200 W 70th St, Upper West Side, NY 10023",(212) 873-7411
Cafe Mofongo,1,4.0,60,Latin,['dominican'],"316 W 39th St, Midtown West, NY 10018",(212) 465-0592
Cafe Mogador,2,4.0,1000,Moroccan,"['moroccan', 'mideastern', 'breakfast_brunch']","101 St Marks Pl, Greenwich Village, NY 10009",(212) 677-2226
Cafe Nunez,2,3.0,468,Latin,"['latin', 'hookah_bars', 'newamerican']","240 W 35th St, Garment District, NY 10001",(212) 564-7444
Cafe One,1,4.0,190,American,"['coffee', 'cafes']","1619 Amsterdam Ave, Harlem, NY 10031",(212) 690-0060
Cafe Patoro,1,4.5,172,Bakery,"['bakeries', 'brazilian', 'coffee']","223 Front St, Financial District, NY 10038",(917) 262-0031
Petisco Vegano,2,4.5,54,Mediterranean,"['mediterranean', 'breakfast_brunch', 'vegan']","189 E Broadway, Chinatown, NY 10002",(212) 387-0366
Rakka Cafe,1,3.5,142,Mediterranean,"['mideastern', 'vegetarian', 'sandwiches']","81 St Marks Pl, Gramercy, NY 10003",(212) 982-9166
Cafe Riazor,2,3.5,111,Spanish,"['spanish', 'tapas']","245 W 16th St, Chelsea, NY 10011",(212) 727-2132
Cafe Roma,1,3.5,19,Jewish/Kosher,['pizza'],"854 Amsterdam Ave, Morningside Heights, NY 10025",(212) 875-8972
Après Ski Chalet,2,3.0,7,Eastern European,"['burgers', 'coffee', 'breakfast_brunch']","212 Lafayette St, Little Italy, NY 10012",(212) 925-9322
Cafe Select,2,3.5,458,Eastern European,"['bars', 'breakfast_brunch', 'modern_european']","212 Lafayette St, Little Italy, NY 10012",(212) 925-9322
Cervantes' Oyster Shack & Bar,3,4.0,7,Eastern European,"['newamerican', 'seafood']","212 Lafayette St, Little Italy, NY 10012",(212) 925-9322
Cafe Un Deux Trois,3,3.5,594,French,"['french', 'breakfast_brunch', 'desserts']","123 W 44th St, Garment District, NY 10036",(212) 354-4148
Cafe Viva,1,3.5,243,Pizza,"['pizza', 'vegetarian']","2578 Broadway, Morningside Heights, NY 10025",(212) 663-8482
Cafe Wha?,2,3.5,372,American,"['musicvenues', 'tradamerican', 'bars']","115 MacDougal St, Greenwich Village, NY 10012",(212) 254-3706
Tomiz,1,4.0,1000,Japanese,"['japanese', 'desserts', 'cafes']","18 E 41st St, Garment District, NY 10017",(212) 779-0740
Tomiz,1,4.0,1000,Japanese,"['japanese', 'desserts', 'cafes']","18 E 41st St, Garment District, NY 10017",(212) 779-0740
Cafe-Flor,2,4.5,3,American,"['coffee', 'cafes', 'wine_bars']","218 8th Ave, Chelsea, NY 10011",(347) 990-2100
Cafetal Social Club,2,4.5,131,Italian,['italian'],"285 Mott St, Greenwich Village, NY 10012",(212) 966-1259
Cafeteria,2,3.5,1000,American,"['newamerican', 'cocktailbars', 'comfortfood']","119 7th Ave, Midtown West, NY 10011",(212) 414-1717
Caffe Buon Gusto,2,4.0,496,Italian,['italian'],"236 E 77th St, East Harlem, NY 10075",(212) 535-6884
Caffe dei Fiori,3,4.5,77,Italian,['italian'],"973 Lexington Ave, East Harlem, NY 10021",(212) 327-3400
Caffe Napoli,2,3.0,625,Italian,['italian'],"191 Hester St, Little Italy, NY 10013",(212) 226-8705
Caffe Palermo,2,3.5,559,Italian,"['bakeries', 'coffee', 'italian']","148 Mulberry St, Little Italy, NY 10013",(212) 431-4205
Cagen,4,4.5,189,Japanese,"['japanese', 'tapasmallplates']","414 E 9th St, Gramercy, NY 10009",(212) 358-8800
CajunSea & Oyster Bar,2,4.0,1000,Seafood,"['cajun', 'seafood', 'breakfast_brunch']","32 W 33rd St, Midtown West, NY 10001",(212) 564-7333
Caledonia Bar,2,4.5,254,Irish,"['pubs', 'scottish', 'whiskeybars']","1609 2nd Ave, Upper East Side, NY 10028",(212) 734-4300
Calexico - Upper East Side,2,4.0,706,Mexican,"['salad', 'breakfast_brunch', 'tacos']","1491 2nd Ave, Upper East Side, NY 10075",(347) 967-5955
Caliente Cab,2,2.5,816,Mexican,"['mexican', 'bars', 'tex-mex']","61 7th Ave S, Tribeca, NY 10014",(212) 243-8517
Calle Dao - Bryant Park,2,4.0,1000,Latin,"['cuban', 'cocktailbars', 'breakfast_brunch']","38 W 39th St, Midtown West, NY 10018",(212) 221-9002
Calle Dao Chelsea,2,4.5,638,Chinese/Cuban,"['cuban', 'chinese', 'asianfusion']","461 W 23RDST, Midtown West, NY 10011",(212) 414-4104
Quattro Gatti Restaurant,3,4.0,83,Italian,['italian'],"205 E 81st St, Upper East Side, NY 10028",(212) 570-1073
Campagnola Restaurant,3,4.0,259,Italian,['italian'],"1382 1st Ave, East Harlem, NY 10021",(212) 861-1102
Canal Street Oysters,2,3.5,22,Seafood,"['seafood', 'venues', 'bars']","380 Canal St, SoHo, NY 10013",(646) 448-4032
The Candle Cafe,2,4.0,912,Vegetarian,"['vegan', 'sandwiches']","1307 3rd Ave, East Harlem, NY 10021",(212) 472-0970
Canyon Road,2,4.0,249,Mexican,['mexican'],"1470 1st Ave, Upper East Side, NY 10075",(212) 734-1600
Cap't Loui,2,4.0,193,Seafood,"['cajun', 'seafood', 'southern']","3147 Broadway, East Harlem, NY 10027",(212) 222-6608
Capizzi,2,4.0,809,Pizza,['pizza'],"547 9th Ave, Midtown West, NY 10018",(212) 695-6900
Cappone’s Salumeria,2,4.0,41,Sandwiches,"['italian', 'gourmet', 'sandwiches']","1 New York Plz, Financial District, NY 10004",(917) 475-1245
Captain Fried Chicken,1,3.5,18,Chicken,['chicken_wings'],"39 Madison St, Financial District, NY 10038",(212) 587-0281
Caracas Arepa Bar,2,4.0,1000,Latin,"['venezuelan', 'bars']","91 E 7th St, Greenwich Village, NY 10009",(212) 228-5062
Caravaggio,4,3.5,87,Italian,['italian'],"23 E 74th St, East Harlem, NY 10021",(212) 288-1004
Caravan of Dreams,2,3.5,515,Vegetarian,"['vegan', 'kosher', 'raw_food']","405 E 6th St, Gramercy, NY 10009",(212) 254-1613
Caribbean Fiesta,2,4.5,6,Caribbean,"['caribbean', 'salad', 'breakfast_brunch']","1544 Madison Ave, East Harlem, NY 10029",(212) 831-1400
Caribbean Starr Restaurant,2,3.5,98,Caribbean,['caribbean'],"280 Malcolm X Blvd, East Harlem, NY 10027",(917) 261-7668
Caridad Restaurant,2,2.5,115,Spanish,['latin'],"3533 Broadway, Harlem, NY 10031",(212) 862-4053
Carmine's Italian Restaurant - Times Square,2,4.0,1000,Italian,"['italian', 'catering', 'venues']","200 W 44th St, Midtown West, NY 10036",(212) 221-3800
Carmine's Italian Restaurant - Upper West Side,2,4.0,1000,Italian,"['italian', 'venues', 'catering']","2450 Broadway, Midtown West, NY 10024",(212) 362-2200
Carol's Bun,1,4.0,34,Chinese,['chinese'],"139 E Broadway, Chinatown, NY 10002",(212) 566-0203
Carolines On Broadway,2,3.0,441,American,"['comedyclubs', 'theater', 'tradamerican']","1626 Broadway, Garment District, NY 10019",(212) 757-4100
Carragher's Pub & Restaurant,2,4.0,220,Irish,"['pubs', 'sportsbars', 'british']","228 W 39th St, Midtown West, NY 10018",(646) 370-1545
Carroll Place,2,4.0,1000,Italian,"['italian', 'venues', 'cocktailbars']","157 Bleecker St, Greenwich Village, NY 10012",(212) 260-1700
Casa Restaurant,3,4.0,249,Brazilian,['brazilian'],"72 Bedford St, Greenwich Village, NY 10014",(212) 366-9410
Casa Adela,2,4.0,465,Latin,"['latin', 'puertorican']","66 Ave C, Greenwich Village, NY 10009",(212) 473-1882
Casa Bella Restaurant,2,3.0,496,Italian,"['italian', 'wine_bars', 'seafood']","127 Mulberry St, Little Italy, NY 10013",(212) 431-4080
Casa Bocado,2,4.0,41,American,"['mexican', 'latin', 'cocktailbars']","341 Broome St, Little Italy, NY 10013",(646) 355-1840
Trattoria Casa Di Isacco,2,4.0,292,Italian,"['italian', 'seafood', 'wine_bars']","536 9th Ave, Midtown West, NY 10018",(212) 594-5408
Casa La Femme,3,3.5,628,Egyptian,"['egyptian', 'moroccan', 'mediterranean']","140 Charles St, Greenwich Village, NY 10014",(212) 505-0005
Casa Lever,3,4.0,225,Italian,"['italian', 'lounges']","390 Park Ave, Midtown East, NY 10022",(212) 888-2700
Casa Mexicana,2,4.0,200,Mexican,['mexican'],"894 Amsterdam Ave, East Harlem, NY 10025",(212) 222-3151
Casa Mezcal,2,3.5,402,Mexican,['mexican'],"86 Orchard St, Chinatown, NY 10002",(212) 777-2600
Bar Jamón,3,4.0,287,Tapas,"['spanish', 'tapas']","125 E 17th St, Greenwich Village, NY 10003",(212) 253-2773
Casa Mono,3,3.5,1000,Tapas,"['spanish', 'tapas']","52 Irving Pl, Greenwich Village, NY 10003",(212) 253-2773
Casa Nomad,2,4.5,61,American,"['newamerican', 'cocktailbars']","1204 Broadway, Midtown West, NY 10001",(646) 870-0404
Casa Nonna,3,4.0,538,Italian,['italian'],"310 W 38th St, Midtown West, NY 10018",(212) 736-3000
Casellula,2,4.0,907,American,"['wine_bars', 'newamerican']","401 W 52nd St, Midtown West, NY 10019",(212) 247-8137
Cask Bar & Kitchen,2,4.0,1000,American,"['bars', 'newamerican', 'breakfast_brunch']","167 E 33rd St, Midtown East, NY 10016",(212) 300-4924
Cassava House,1,4.5,64,Sandwiches/Salads/Mixed Buffet,"['juicebars', 'breakfast_brunch', 'sandwiches']","2270 First Ave, East Harlem, NY 10035",(646) 928-0219
Catch Steak,4,3.5,164,Steak,['steak'],"88 9th Ave, Midtown West, NY 10011",(212) 858-8899
CAVA,2,4.0,62,Salads,"['mediterranean', 'salad']","11 W 42nd St, Midtown West, NY 10036",(646) 868-0607
CAVA,2,4.5,44,Mediterranean,"['mediterranean', 'salad']","678 6th Ave, Gramercy, NY 10010",(212) 206-2512
CAVA,2,3.5,25,Mediterranean,"['mediterranean', 'salad']","63 Wall St, Financial District, NY 10005",(212) 206-2524
CAVA,2,4.5,285,Mediterranean,"['mediterranean', 'salad']","143 4th Ave, Greenwich Village, NY 10003",(646) 416-6440
CAVA,2,3.5,59,Mediterranean,"['mediterranean', 'salad']","1385 Broadway, Garment District, NY 10018",(718) 502-9282
CAVA,2,4.0,173,Mediterranean,"['mediterranean', 'salad']","325 Park Ave S, Gramercy, NY 10010",(718) 360-1815
Ceci Italian Cuisine,2,3.5,290,Italian,"['italian', 'seafood', 'cocktailbars']","46 W 46th St, Garment District, NY 10036",(212) 307-5484
Celeste Restaurant,2,3.5,897,Italian,"['italian', 'pizza']","502 Amsterdam Ave, East Harlem, NY 10024",(212) 874-4559
Cellini Restaurant,3,4.0,150,Italian,['italian'],"65 E 54th St, Midtown East, NY 10022",(212) 751-1555
Cervo's,3,4.0,63,Portuguese,['seafood'],"43 Canal St, Little Italy, NY 10002",(212) 226-2545
Cha Pa's Noodles And Grill,2,3.5,624,Vietnamese/Cambodian/Malaysia,"['vietnamese', 'noodles', 'sandwiches']","314 W 52nd St, Midtown West, NY 10019",(212) 956-9300
Cha-An,2,4.0,1000,Japanese,"['japanese', 'tea']","230 E 9th St, Greenwich Village, NY 10003",(212) 228-8030
Chai Thai Kitchen - Midtown,2,3.5,571,Thai,['thai'],"930 8th Ave, Midtown West, NY 10019",(212) 707-8778
China Xiang 中国湘,2,4.0,480,Chinese,['chinese'],"360 W 42nd Street, Midtown West, NY 10036",(212) 967-6088
Chaiwali,2,3.5,196,Indian,"['indpak', 'breakfast_brunch', 'vegan']","274 Lenox Ave, East Harlem, NY 10027",(646) 688-5414
Champion Coffee,2,3.0,21,Café/Coffee/Tea,"['coffee', 'sandwiches']","319 E 14th St, Gramercy, NY 10003",(917) 261-5949
Champion Pizza,1,4.5,318,Pizza/Italian,['pizza'],"17 Cleveland Pl, Little Italy, NY 10012",(212) 226-3777
Champion Pizza,1,3.5,70,Pizza,['pizza'],"2 W 14th St, Gramercy, NY 10011",(212) 898-9898
Champion Pizza,1,4.0,130,Pizza,['pizza'],"123 Essex St, Lower East Side, NY 10002",(212) 228-5597
Chandni Sweets & Resturant,1,2.0,5,Pakistani,['indpak'],"71 W 109th St, Morningside Heights, NY 10025",(212) 222-8820
Chapati House,1,4.0,215,Indian,['indpak'],"3153 Broadway, East Harlem, NY 10027",(212) 749-7200
Charley Mom Restaurant,2,3.5,90,Chinese,['chinese'],"1580 York Ave, Upper East Side, NY 10028",(212) 439-6363
Charlie's Place,1,4.0,126,Japanese,"['sushi', 'japanese', 'noodles']","1960 Madison Ave, East Harlem, NY 10035",(212) 410-0277
Charm Thai Express,2,4.0,68,Thai,['thai'],"1346 Amsterdam Ave, East Harlem, NY 10027",(646) 726-4548
CHARM'S,2,4.0,126,Thai,['thai'],"200 8th Ave, Midtown West, NY 10011",(646) 590-8994
Chazz Palminteri Italian Restaurant,3,4.0,262,American,['italian'],"30 West 46th St, Midtown West, NY 10036",(212) 355-5540
Checkers,1,3.0,24,American,"['burgers', 'hotdogs']","695 Saint Nicholas Ave, Morningside Heights, NY 10031",(212) 234-7067
Checkers,1,2.5,5,American,"['hotdogs', 'burgers']","79 W. 125th St., Morningside Heights, NY 10027",(212) 837-1500
Cheese Grille,2,4.0,570,Sandwiches/Salads/Mixed Buffet,"['tradamerican', 'comfortfood', 'sandwiches']","188 Allen St, Chinatown, NY 10002",(212) 460-9383
Cheesy Pizza,1,3.0,102,Pizza,['pizza'],"2640 Broadway, Morningside Heights, NY 10025",(212) 662-5223
Chef Yu,2,3.0,583,Chinese,['chinese'],"520 8th Ave, Midtown West, NY 10018",(212) 736-6150
Chefs Club NY,4,4.0,397,French,"['bars', 'newamerican']","275 Mulberry St, Greenwich Village, NY 10012",(212) 941-1100
Chefs Club Counter,2,4.0,161,American,"['vegan', 'popuprestaurants']","62 Spring St, Little Italy, NY 10012",(646) 438-9172
Farmacy Kitchen,2,4.0,32,American,"['juicebars', 'breakfast_brunch']","62 Spring St, Little Italy, NY 10012",(646) 438-9172
The Chelsea Bell,2,3.5,116,American,"['bars', 'tradamerican', 'breakfast_brunch']","316 8th Ave, Garment District, NY 10001",(212) 242-2425
Creamline,2,3.5,332,American,"['burgers', 'tradamerican', 'sandwiches']","75 9th Ave, Chelsea, NY 10011",(646) 410-2040
Pulkies,2,4.5,6,American,"['food', 'bbq']","428 W 16th St, Chelsea, NY 10011",(646) 410-2040
Chelsea Ristorante,2,3.5,180,Italian,['italian'],"108 8th Ave, Chelsea, NY 10011",(212) 924-7786
Chenny’s Kitchen,2,3.5,3,Chinese,"['buffets', 'chinese', 'soup']","32 Cedar St, Financial District, NY 10038",(212) 797-9477
Chen's Buffet Bar,1,4.0,41,Chinese,['chinese'],"32 Cedar St, Financial District, NY 10038",(212) 797-9477
Chenny’s Kitchen,2,3.5,3,Other,"['buffets', 'chinese', 'soup']","32 Cedar St, Financial District, NY 10038",(212) 797-9477
Chen's Buffet Bar,1,4.0,41,Other,['chinese'],"32 Cedar St, Financial District, NY 10038",(212) 797-9477
Beijing Chinese,1,3.0,21,Chinese,"['chinese', 'seafood', 'soup']","223 E 14th St, Gramercy, NY 10003",(212) 982-8966
Chennai Garden by Tiffin Wallah,2,4.0,795,Indian,"['indpak', 'vegetarian', 'kosher']","127 E 28th St, Midtown East, NY 10016",(212) 685-7301
Chez Josephine,3,4.0,493,French,['french'],"414 W 42nd St, Midtown West, NY 10036",(212) 594-1925
Chez Napoleon,3,4.0,279,French,"['french', 'diners']","365 W 50th St, Midtown West, NY 10019",(212) 265-6980
Chick-fil-A,1,4.0,582,Chicken,['hotdogs'],"1000 Avenue Of The Americas, Garment District, NY 10018",(212) 704-9920
Chick-fil-A,2,4.0,31,American,['hotdogs'],"1536 3rd Ave, East Harlem, NY 10028",(212) 410-7500
Chick-fil-A,2,3.0,24,Chicken,['hotdogs'],"700 Avenue Of The Americas, Gramercy, NY 10010",(855) 667-3232
Chick-fil-A,1,3.5,181,Chicken,['hotdogs'],"144 Fulton St, Financial District, NY 10038",(212) 381-0780
Carve Cafe,2,4.5,8,Chicken,"['pizza', 'breakfast_brunch', 'burgers']","717 8th Ave, Midtown West, NY 10036",(212) 245-5111
Chicken Ranch,2,4.5,86,Chicken,"['spanish', 'greek', 'chickenshop']","315 Audubon Ave, Harlem, NY 10033",(646) 922-8564
Chikarashi,2,4.0,488,Japanese,"['japanese', 'hawaiian', 'poke']","227 Canal St, Little Italy, NY 10013",(646) 649-5965
Chikarashi Isso,3,4.0,41,Japanese,"['japanese', 'whiskeybars', 'cocktailbars']","38 Rector St, Chinatown, NY 10006",(646) 596-8298
Chimichurri Grill,3,4.0,334,Latin,"['steak', 'argentine']","609 9th Ave, Midtown West, NY 10036",(212) 586-8655
China Jade,2,3.5,156,Chinese,['chinese'],"1643 2nd Ave, East Harlem, NY 10028",(212) 717-6688
China King,2,4.5,3,Chinese,['chinese'],"2026 Lexington Ave, East Harlem, NY 10035",(212) 876-6688
China River 川聚院,2,4.0,201,Chinese,"['szechuan', 'dimsum']","258 W 44th St, Midtown West, NY 10036",(646) 767-0854
China Wok,1,4.0,14,Chinese,['chinese'],"454-A Lenox Ave, East Harlem, NY 10037",(212) 281-4188
Chung Lan Gardens,1,3.5,5,Chinese,['chinese'],"454 Malcolm X Blvd, Morningside Heights, NY 10037",(212) 281-4188
Chinelos II,1,3.5,73,Mexican,"['mexican', 'grocery', 'delis']","530 W 136th St, Harlem, NY 10031",(212) 690-6077
Chinese Tuxedo,3,3.5,275,Chinese,"['chinese', 'seafood', 'noodles']","5 Doyers St, Little Italy, NY 10013",(646) 895-9301
Chipilo,2,4.5,26,American,"['sandwiches', 'coffee', 'breakfast_brunch']","48 Mulberry St, Little Italy, NY 10013",(212) 804-8183
Chipotle Mexican Grill,1,3.0,196,Mexican,"['mexican', 'hotdogs']","304 W 34th St, Garment District, NY 10001",(212) 268-4197
Chipotle Mexican Grill,1,3.5,173,Mexican,"['hotdogs', 'mexican']","100 Maiden Ln, Financial District, NY 10038",(212) 742-2690
Chipotle Mexican Grill,1,3.0,124,Mexican,"['mexican', 'hotdogs']","2843 Broadway, Harlem, NY 10025",(212) 222-1712
Chipotle Mexican Grill,1,2.5,116,Mexican,"['mexican', 'hotdogs']","125 E 23rd St, Gramercy, NY 10010",(212) 673-6904
Chipotle Mexican Grill,1,3.0,119,Mexican,"['mexican', 'hotdogs']","117 E 14th St, Gramercy, NY 10003",(212) 260-0641
Chipotle Mexican Grill,1,3.0,89,Mexican,"['mexican', 'hotdogs']","501 Fashion Ave, Garment District, NY 10018",(212) 840-0486
Chipotle Mexican Grill,1,2.5,98,Mexican,"['mexican', 'hotdogs']","71 Spring St, Little Italy, NY 10012",(646) 937-5202
Chipotle Mexican Grill,1,2.5,41,Mexican,"['mexican', 'hotdogs']","286 1st Ave, Gramercy, NY 10009",(212) 228-1915
Chipotle Mexican Grill,1,2.5,37,Mexican,"['mexican', 'hotdogs']","805 Columbus Ave, Morningside Heights, NY 10025",(212) 222-7389
Chipotle Mexican Grill,1,2.5,35,Mexican,"['hotdogs', 'mexican']","404 Broadway, Little Italy, NY 10013",(212) 226-2172
Chipotle Mexican Grill,1,3.0,17,Mexican,"['hotdogs', 'mexican']","601 8th Ave, Garment District, NY 10018",(646) 490-4337
Chirping Chicken,2,3.5,575,Chicken,"['tradamerican', 'chicken_wings']","355 Amsterdam Ave, East Harlem, NY 10024",(212) 787-6631
Chirping Chicken,2,3.5,575,Chicken,"['tradamerican', 'chicken_wings']","355 Amsterdam Ave, East Harlem, NY 10024",(212) 787-6631
Chirping Chicken,2,4.0,242,Chicken,"['chicken_wings', 'chickenshop', 'salad']","587 9th Ave, Midtown West, NY 10036",(212) 244-7334
Chirping Chicken,2,3.5,120,Chicken,"['chicken_wings', 'steak', 'sandwiches']","1560 2nd Ave, Upper East Side, NY 10028",(212) 517-9888
